Course / Learning material,Source,Course Level,Type (Free or Paid),Module,Duration,"Module / Sub-module 
Difficulty level",Keywords / Tags / Skills / Interests / Categories,Links
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models,42 minutes,Medium to Hard,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_templates/538
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Overview,11 minutes,Medium to Hard,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/video/383838
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Lab Walkthrough,11 minutes,Medium to Hard,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/video/383839
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Quiz,10 minutes,Medium to Hard,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/quizzes/383840
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Transformer Model and BERT Models: Lab Resources,10 minutes,Medium to Hard,"Tranformer Model, BERT, Birectional Encoder Representations from Transformer, NLP, Pre-trained Model, Self Attention",https://www.cloudskillsboost.google/course_sessions/4415174/documents/383841
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model,40 minutes,Medium to Hard,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_templates/542
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Overview,12 minutes,Medium to Hard,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/video/383844
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Lab Walkthrough,18 minutes,Medium to Hard,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/video/383845
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Quiz,10 minutes,Medium to Hard,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/quizzes/383846
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Create Image Captioning Model: Lab Resources,10 minutes,Medium to Hard,"Image Captioning, Deep Learning, Convulutional Neural Networks, CNN, Recurrent Neural Network, RNN, Natural Language Generation, NLG",https://www.cloudskillsboost.google/course_sessions/4415735/documents/383847
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio,40 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_templates/552
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio-Video,15 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/video/384246
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Course Review-Reflection Cards,10 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/documents/384247
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Quiz,10 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/quizzes/384248
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Introduction to Generative AI Studio: Reading List,5 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Generative AI Studio",https://www.cloudskillsboost.google/course_sessions/4415998/documents/384249
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI,240 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408190
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Getting Started,90 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408190
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Prompt Design,90 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408191
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Generative AI Explorer-Vertex AI: Getting Started with Generative AI Studio,60 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/course_sessions/4968262/labs/408192
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Explore and Evaluate Models using Model Garden-Lab,60 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, Prompt Design",https://www.cloudskillsboost.google/focuses/71938?parent=catalog
Generative AI for Developers,Google Cloud Skill Boost,Beginner,Free during mentorship period,Prompt Design using PaLM-Lab,90 minutes,Medium to Hard,"Generative AI, Deep Learning, Artificial Intelligence, AI, Image Generation, Text Generation, Vertex AI, PaLM, Prompt Design",https://www.cloudskillsboost.google/focuses/71937?parent=catalog
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Serverless Data Processing with Dataflow: Foundations,140 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://cloudskillsboost.google/course_templates/218
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Course Introduction,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines",https://www.cloudskillsboost.google/course_sessions/5145103/video/325908
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam and Dataflow Refresher,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325909
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability,10 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325910
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Introduction,2 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher",https://www.cloudskillsboost.google/course_sessions/5145103/video/325910
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Runner v2,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher, Runner v2",https://www.cloudskillsboost.google/course_sessions/5145103/video/325911
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Container Environments,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Beam, Refresher, Runner v2, Cross Language Transform",https://www.cloudskillsboost.google/course_sessions/5145103/video/325912
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Cross-Language Transforms,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325913
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Beam Portability: Quiz - Beam Portability,5 miinutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/quizzes/325914
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow,9 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325915
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325915
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow Shuffle Service,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325916
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Dataflow Streaming Engine,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325917
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Flexible Resource Scheduling,1 minute,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325918
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,Separating Compute and Storage with Dataflow: Quiz - Separating Compute and Storage with Dataflow,5 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/quizzes/325919
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions",17 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325920
Data Engineer - Serverless Data Processing with Dataflow: Foundations,Google Cloud Skill Boost,Intermediate,Free during mentorship period,"IAM, Quotas, and Permissions: IAM",6 minutes,Easy to Medium,"Cloud, Dataflow, Severless, Data Processing, Data Pipelines, Streaming, Shuffle, Scheduling, Storage",https://www.cloudskillsboost.google/course_sessions/5145103/video/325920
